Temps___(ms):, Pos.cal.(�m):, Tension_(mV):
 8.4414722E+7, -2.1929369E+1, 5.0715679E+2
 8.4414882E+7, -2.1878747E+1, 5.0440645E+2
 8.4415042E+7, -2.1828125E+1, 5.1125550E+2
 8.4415202E+7, -2.1777503E+1, 5.2054715E+2
 8.4415362E+7, -2.1726881E+1, 5.1777726E+2
 8.4415522E+7, -2.1676260E+1, 5.0385928E+2
 8.4415682E+7, -2.1625638E+1, 5.0156325E+2
 8.4415842E+7, -2.1575016E+1, 5.1280409E+2
 8.4416002E+7, -2.1524394E+1, 5.2358085E+2
 8.4416162E+7, -2.1473772E+1, 5.1488519E+2
 8.4416322E+7, -2.1423151E+1, 5.0357598E+2
 8.4416482E+7, -2.1372529E+1, 5.0983882E+2
 8.4416642E+7, -2.1321907E+1, 5.1906204E+2
 8.4416802E+7, -2.1271285E+1, 5.1724476E+2
 8.4416962E+7, -2.1220663E+1, 5.1326329E+2
 8.4417122E+7, -2.1170041E+1, 5.0927210E+2
 8.4417282E+7, -2.1119420E+1, 5.0653642E+2
 8.4417442E+7, -2.1068798E+1, 5.1228142E+2
 8.4417602E+7, -2.1018176E+1, 5.1841718E+2
 8.4417762E+7, -2.0967554E+1, 5.1487052E+2
 8.4417922E+7, -2.0916932E+1, 5.1010257E+2
 8.4418082E+7, -2.0866311E+1, 5.0331706E+2
 8.4418242E+7, -2.0815689E+1, 5.1442599E+2
 8.4418402E+7, -2.0765067E+1, 5.2319980E+2
 8.4418562E+7, -2.0714445E+1, 5.1620907E+2
 8.4418722E+7, -2.0663823E+1, 5.0248659E+2
 8.4418882E+7, -2.0613202E+1, 5.0024426E+2
 8.4419042E+7, -2.0562580E+1, 5.1216900E+2
 8.4419202E+7, -2.0511958E+1, 5.2244258E+2
 8.4419362E+7, -2.0461336E+1, 5.2046412E+2
 8.4419522E+7, -2.0410714E+1, 5.0816315E+2
 8.4419682E+7, -2.0360092E+1, 5.0592577E+2
 8.4419842E+7, -2.0309471E+1, 5.0920373E+2
 8.4420002E+7, -2.0258849E+1, 5.1882267E+2
 8.4420162E+7, -2.0208227E+1, 5.1879334E+2
 8.4420322E+7, -2.0157605E+1, 5.1055694E+2
 8.4420482E+7, -2.0106983E+1, 5.0591600E+2
 8.4420642E+7, -2.0056362E+1, 5.1214951E+2
 8.4420802E+7, -2.0005740E+1, 5.2010262E+2
 8.4420962E+7, -1.9955118E+1, 5.2031755E+2
 8.4421122E+7, -1.9904496E+1, 5.0988764E+2
 8.4421282E+7, -1.9853874E+1, 5.0575966E+2
 8.4421442E+7, -1.9803253E+1, 5.1476306E+2
 8.4421602E+7, -1.9752631E+1, 5.2155840E+2
 8.4421762E+7, -1.9702009E+1, 5.1344895E+2
 8.4421922E+7, -1.9651387E+1, 5.0748414E+2
 8.4422082E+7, -1.9600765E+1, 5.0517833E+2
 8.4422242E+7, -1.9550143E+1, 5.1537371E+2
 8.4422402E+7, -1.9499522E+1, 5.1785052E+2
 8.4422562E+7, -1.9448900E+1, 5.1023448E+2
 8.4422722E+7, -1.9398278E+1, 5.0647777E+2
 8.4422882E+7, -1.9347656E+1, 5.0958967E+2
 8.4423042E+7, -1.9297034E+1, 5.1659012E+2
 8.4423202E+7, -1.9246413E+1, 5.1756716E+2
 8.4423362E+7, -1.9195791E+1, 5.1046896E+2
 8.4423522E+7, -1.9145169E+1, 5.0319004E+2
 8.4423682E+7, -1.9094547E+1, 5.1364923E+2
 8.4423842E+7, -1.9043925E+1, 5.2042502E+2
 8.4424002E+7, -1.8993304E+1, 5.1891547E+2
 8.4424162E+7, -1.8942682E+1, 5.0936002E+2
 8.4424322E+7, -1.8892060E+1, 5.0871521E+2
 8.4424482E+7, -1.8841438E+1, 5.1376158E+2
 8.4424642E+7, -1.8790816E+1, 5.1727897E+2
 8.4424802E+7, -1.8740195E+1, 5.1798731E+2
 8.4424962E+7, -1.8689573E+1, 5.1910114E+2
 8.4425122E+7, -1.8638951E+1, 5.0618953E+2
 8.4425282E+7, -1.8588329E+1, 5.0408405E+2
 8.4425442E+7, -1.8537707E+1, 5.1957011E+2
 8.4425602E+7, -1.8487085E+1, 5.2491450E+2
 8.4425762E+7, -1.8436464E+1, 5.1086956E+2
 8.4425922E+7, -1.8385842E+1, 5.0315583E+2
 8.4426082E+7, -1.8335220E+1, 5.0732291E+2
 8.4426242E+7, -1.8284598E+1, 5.2361995E+2
 8.4426402E+7, -1.8233976E+1, 5.2188081E+2
 8.4426562E+7, -1.8183355E+1, 5.0572544E+2
 8.4426722E+7, -1.8132733E+1, 5.0110406E+2
 8.4426882E+7, -1.8082111E+1, 5.0853932E+2
 8.4427042E+7, -1.8031489E+1, 5.2049828E+2
 8.4427202E+7, -1.7980867E+1, 5.1889104E+2
 8.4427362E+7, -1.7930246E+1, 5.1108938E+2
 8.4427522E+7, -1.7879624E+1, 5.0326329E+2
 8.4427682E+7, -1.7829002E+1, 5.1114315E+2
 8.4427842E+7, -1.7778380E+1, 5.1925254E+2
 8.4428002E+7, -1.7727758E+1, 5.2228630E+2
 8.4428162E+7, -1.7677136E+1, 5.1366389E+2
 8.4428322E+7, -1.7626515E+1, 5.0639474E+2
 8.4428482E+7, -1.7575893E+1, 5.0974596E+2
 8.4428642E+7, -1.7525271E+1, 5.1787984E+2
 8.4428802E+7, -1.7474649E+1, 5.1900828E+2
 8.4428962E+7, -1.7424027E+1, 5.1679045E+2
 8.4429122E+7, -1.7373406E+1, 5.0583291E+2
 8.4429282E+7, -1.7322784E+1, 5.0738645E+2
 8.4429442E+7, -1.7272162E+1, 5.2058625E+2
 8.4429602E+7, -1.7221540E+1, 5.2253544E+2
 8.4429762E+7, -1.7170918E+1, 5.1113826E+2
 8.4429922E+7, -1.7120297E+1, 5.0674647E+2
 8.4430082E+7, -1.7069675E+1, 5.0797755E+2
 8.4430242E+7, -1.7019053E+1, 5.1563752E+2
 8.4430402E+7, -1.6968431E+1, 5.1941377E+2
 8.4430562E+7, -1.6917809E+1, 5.1441133E+2
 8.4430722E+7, -1.6867187E+1, 5.0777721E+2
 8.4430882E+7, -1.6816566E+1, 5.0544697E+2
 8.4431042E+7, -1.6765944E+1, 5.1503664E+2
 8.4431202E+7, -1.6715322E+1, 5.2214950E+2
 8.4431362E+7, -1.6664700E+1, 5.1750857E+2
 8.4431522E+7, -1.6614078E+1, 5.0936979E+2
 8.4431682E+7, -1.6563457E+1, 5.1242793E+2
 8.4431842E+7, -1.6512835E+1, 5.1420128E+2
 8.4432002E+7, -1.6462213E+1, 5.1684904E+2
 8.4432162E+7, -1.6411591E+1, 5.1340008E+2
 8.4432322E+7, -1.6360969E+1, 5.0766975E+2
 8.4432482E+7, -1.6310348E+1, 5.1208109E+2
 8.4432642E+7, -1.6259726E+1, 5.2576452E+2
 8.4432802E+7, -1.6209104E+1, 5.1921350E+2
 8.4432962E+7, -1.6158482E+1, 5.0637519E+2
 8.4433122E+7, -1.6107860E+1, 5.0335127E+2
 8.4433282E+7, -1.6057239E+1, 5.1993650E+2
 8.4433442E+7, -1.6006617E+1, 5.2436739E+2
 8.4433602E+7, -1.5955995E+1, 5.0924766E+2
 8.4433762E+7, -1.5905373E+1, 5.0688326E+2
 8.4433922E+7, -1.5854751E+1, 5.1489007E+2
 8.4434082E+7, -1.5804129E+1, 5.1905715E+2
 8.4434242E+7, -1.5753508E+1, 5.1869076E+2
 8.4434402E+7, -1.5702886E+1, 5.1215440E+2
 8.4434562E+7, -1.5652264E+1, 5.1068884E+2
 8.4434722E+7, -1.5601642E+1, 5.1048362E+2
 8.4434882E+7, -1.5551020E+1, 5.1070344E+2
 8.4435042E+7, -1.5500399E+1, 5.1919883E+2
 8.4435202E+7, -1.5449777E+1, 5.1780653E+2
 8.4435362E+7, -1.5399155E+1, 5.0968736E+2
 8.4435522E+7, -1.5348533E+1, 5.0725943E+2
 8.4435682E+7, -1.5297911E+1, 5.1445532E+2
 8.4435842E+7, -1.5247290E+1, 5.2020520E+2
 8.4436002E+7, -1.5196668E+1, 5.2036637E+2
 8.4436162E+7, -1.5146046E+1, 5.1370788E+2
 8.4436322E+7, -1.5095424E+1, 5.0653642E+2
 8.4436482E+7, -1.5044802E+1, 5.1250613E+2
 8.4436642E+7, -1.4994180E+1, 5.2058136E+2
 8.4436802E+7, -1.4943559E+1, 5.1696140E+2
 8.4436962E+7, -1.4892937E+1, 5.0753784E+2
 8.4437122E+7, -1.4842315E+1, 5.0347829E+2
 8.4437282E+7, -1.4791693E+1, 5.1489496E+2
 8.4437442E+7, -1.4741071E+1, 5.2358085E+2
 8.4437602E+7, -1.4690450E+1, 5.1472884E+2
 8.4437762E+7, -1.4639828E+1, 5.0619930E+2
 8.4437922E+7, -1.4589206E+1, 5.0726920E+2
 8.4438082E+7, -1.4538584E+1, 5.1511967E+2
 8.4438242E+7, -1.4487962E+1, 5.1976550E+2
 8.4438402E+7, -1.4437341E+1, 5.1242793E+2
 8.4438562E+7, -1.4386719E+1, 5.0728869E+2
 8.4438722E+7, -1.4336097E+1, 5.1259404E+2
 8.4438882E+7, -1.4285475E+1, 5.1575476E+2
 8.4439042E+7, -1.4234853E+1, 5.2147043E+2
 8.4439202E+7, -1.4184232E+1, 5.1540792E+2
 8.4439362E+7, -1.4133610E+1, 5.0710309E+2
 8.4439522E+7, -1.4082988E+1, 5.1262337E+2
 8.4439682E+7, -1.4032366E+1, 5.2112848E+2
 8.4439842E+7, -1.3981744E+1, 5.2265269E+2
 8.4440002E+7, -1.3931122E+1, 5.1513922E+2
 8.4440162E+7, -1.3880501E+1, 5.0446022E+2
 8.4440322E+7, -1.3829879E+1, 5.0729847E+2
 8.4440482E+7, -1.3779257E+1, 5.2166098E+2
 8.4440642E+7, -1.3728635E+1, 5.2399611E+2
 8.4440802E+7, -1.3678013E+1, 5.0619930E+2
 8.4440962E+7, -1.3627392E+1, 5.0265265E+2
 8.4441122E+7, -1.3576770E+1, 5.1495850E+2
 8.4441282E+7, -1.3526148E+1, 5.2322423E+2
 8.4441442E+7, -1.3475526E+1, 5.1481682E+2
 8.4441602E+7, -1.3424904E+1, 5.0413287E+2
 8.4441762E+7, -1.3374283E+1, 5.0984365E+2
 8.4441922E+7, -1.3323661E+1, 5.1438689E+2
 8.4442082E+7, -1.3273039E+1, 5.1674157E+2
 8.4442242E+7, -1.3222417E+1, 5.1638496E+2
 8.4442402E+7, -1.3171795E+1, 5.1001954E+2
 8.4442562E+7, -1.3121173E+1, 5.1104057E+2
 8.4442722E+7, -1.3070552E+1, 5.1551539E+2
 8.4442882E+7, -1.3019930E+1, 5.1293111E+2
 8.4443042E+7, -1.2969308E+1, 5.2025890E+2
 8.4443202E+7, -1.2918686E+1, 5.1657057E+2
 8.4443362E+7, -1.2868064E+1, 5.0932097E+2
 8.4443522E+7, -1.2817443E+1, 5.0799710E+2
 8.4443682E+7, -1.2766821E+1, 5.1364434E+2
 8.4443842E+7, -1.2716199E+1, 5.2276504E+2
 8.4444002E+7, -1.2665577E+1, 5.1924282E+2
 8.4444162E+7, -1.2614955E+1, 5.1204199E+2
 8.4444322E+7, -1.2564334E+1, 5.1165611E+2
 8.4444482E+7, -1.2513712E+1, 5.1369321E+2
 8.4444642E+7, -1.2463090E+1, 5.1319981E+2
 8.4444802E+7, -1.2412468E+1, 5.1358086E+2
 8.4444962E+7, -1.2361846E+1, 5.0993651E+2
 8.4445122E+7, -1.2311224E+1, 5.0643867E+2
 8.4445282E+7, -1.2260603E+1, 5.1415730E+2
 8.4445442E+7, -1.2209981E+1, 5.1976061E+2
 8.4445602E+7, -1.2159359E+1, 5.1341474E+2
 8.4445762E+7, -1.2108737E+1, 5.0739616E+2
 8.4445922E+7, -1.2058115E+1, 5.0932097E+2
 8.4446082E+7, -1.2007494E+1, 5.2126527E+2
 8.4446242E+7, -1.1956872E+1, 5.2223253E+2
 8.4446402E+7, -1.1906250E+1, 5.1022959E+2
 8.4446562E+7, -1.1855628E+1, 5.0342453E+2
 8.4446722E+7, -1.1805006E+1, 5.1415730E+2
 8.4446882E+7, -1.1754385E+1, 5.2070838E+2
 8.4447042E+7, -1.1703763E+1, 5.1964337E+2
 8.4447202E+7, -1.1653141E+1, 5.0765508E+2
 8.4447362E+7, -1.1602519E+1, 5.0407916E+2
 8.4447522E+7, -1.1551897E+1, 5.1366878E+2
 8.4447682E+7, -1.1501276E+1, 5.2463603E+2
 8.4447842E+7, -1.1450654E+1, 5.2477282E+2
 8.4448002E+7, -1.1400032E+1, 5.1413774E+2
 8.4448162E+7, -1.1349410E+1, 5.0421596E+2
 8.4448322E+7, -1.1298788E+1, 5.0583780E+2
 8.4448482E+7, -1.1248166E+1, 5.1678067E+2
 8.4448642E+7, -1.1197545E+1, 5.2128482E+2
 8.4448802E+7, -1.1146923E+1, 5.1485586E+2
 8.4448962E+7, -1.1096301E+1, 5.0611627E+2
 8.4449122E+7, -1.1045679E+1, 5.0320959E+2
 8.4449282E+7, -1.0995057E+1, 5.1714706E+2
 8.4449442E+7, -1.0944436E+1, 5.2572548E+2
 8.4449602E+7, -1.0893814E+1, 5.1618958E+2
 8.4449762E+7, -1.0843192E+1, 5.0332683E+2
 8.4449922E+7, -1.0792570E+1, 5.0489008E+2
 8.4450082E+7, -1.0741948E+1, 5.1634586E+2
 8.4450242E+7, -1.0691327E+1, 5.2120662E+2
 8.4450402E+7, -1.0640705E+1, 5.1250613E+2
 8.4450562E+7, -1.0590083E+1, 5.0595015E+2
 8.4450722E+7, -1.0539461E+1, 5.1346850E+2
 8.4450882E+7, -1.0488839E+1, 5.1322913E+2
 8.4451042E+7, -1.0438217E+1, 5.1707864E+2
 8.4451202E+7, -1.0387596E+1, 5.1948220E+2
 8.4451362E+7, -1.0336974E+1, 5.1651198E+2
 8.4451522E+7, -1.0286352E+1, 5.1206642E+2
 8.4451682E+7, -1.0235730E+1, 5.1160723E+2
 8.4451842E+7, -1.0185108E+1, 5.1079142E+2
 8.4452002E+7, -1.0134487E+1, 5.1736689E+2
 8.4452162E+7, -1.0083865E+1, 5.1774305E+2
 8.4452322E+7, -1.0033243E+1, 5.1383489E+2
 8.4452482E+7, -9.9826212E+0, 5.1522225E+2
 8.4452642E+7, -9.9319994E+0, 5.1678556E+2
 8.4452802E+7, -9.8813776E+0, 5.1108938E+2
 8.4452962E+7, -9.8307557E+0, 5.1700050E+2
 8.4453122E+7, -9.7801339E+0, 5.0744015E+2
 8.4453282E+7, -9.7295121E+0, 5.0959939E+2
 8.4453442E+7, -9.6788903E+0, 5.2209574E+2
 8.4453602E+7, -9.6282685E+0, 5.1995116E+2
 8.4453762E+7, -9.5776467E+0, 5.0515878E+2
 8.4453922E+7, -9.5270249E+0, 5.0130433E+2
 8.4454082E+7, -9.4764031E+0, 5.1527601E+2
 8.4454242E+7, -9.4257812E+0, 5.2659500E+2
 8.4454402E+7, -9.3751594E+0, 5.1638496E+2
 8.4454562E+7, -9.3245376E+0, 5.0492430E+2
 8.4454722E+7, -9.2739158E+0, 5.0533462E+2
 8.4454882E+7, -9.2232940E+0, 5.1553005E+2
 8.4455042E+7, -9.1726722E+0, 5.2070349E+2
 8.4455202E+7, -9.1220504E+0, 5.1488030E+2
 8.4455362E+7, -9.0714286E+0, 5.1238889E+2
 8.4455522E+7, -9.0208068E+0, 5.1006842E+2
 8.4455682E+7, -8.9701849E+0, 5.1510012E+2
 8.4455842E+7, -8.9195631E+0, 5.1691258E+2
 8.4456002E+7, -8.8689413E+0, 5.2062041E+2
 8.4456162E+7, -8.8183195E+0, 5.1575965E+2
 8.4456322E+7, -8.7676977E+0, 5.0843674E+2
 8.4456482E+7, -8.7170759E+0, 5.1102591E+2
 8.4456642E+7, -8.6664541E+0, 5.1997560E+2
 8.4456802E+7, -8.6158323E+0, 5.2152908E+2
 8.4456962E+7, -8.5652105E+0, 5.1740110E+2
 8.4457122E+7, -8.5145886E+0, 5.0651687E+2
 8.4457282E+7, -8.4639668E+0, 5.0747436E+2
 8.4457442E+7, -8.4133450E+0, 5.1990718E+2
 8.4457602E+7, -8.3627232E+0, 5.2356130E+2
 8.4457762E+7, -8.3121014E+0, 5.1461160E+2
 8.4457922E+7, -8.2614796E+0, 5.0913531E+2
 8.4458082E+7, -8.2108578E+0, 5.0612116E+2
 8.4458242E+7, -8.1602360E+0, 5.1747435E+2
 8.4458402E+7, -8.1096142E+0, 5.2500242E+2
 8.4458562E+7, -8.0589923E+0, 5.1664388E+2
 8.4458722E+7, -8.0083705E+0, 5.0359553E+2
 8.4458882E+7, -7.9577487E+0, 5.0422078E+2
 8.4459042E+7, -7.9071269E+0, 5.2111870E+2
 8.4459202E+7, -7.8565051E+0, 5.2186126E+2
 8.4459362E+7, -7.8058833E+0, 5.1382023E+2
 8.4459522E+7, -7.7552615E+0, 5.0694674E+2
 8.4459682E+7, -7.7046397E+0, 5.1358086E+2
 8.4459842E+7, -7.6540179E+0, 5.1614070E+2
 8.4460002E+7, -7.6033960E+0, 5.1740599E+2
 8.4460162E+7, -7.5527742E+0, 5.1572543E+2
 8.4460322E+7, -7.5021524E+0, 5.1254028E+2
 8.4460482E+7, -7.4515306E+0, 5.1168537E+2
 8.4460642E+7, -7.4009088E+0, 5.1705909E+2
 8.4460802E+7, -7.3502870E+0, 5.1910114E+2
 8.4460962E+7, -7.2996652E+0, 5.1901805E+2
 8.4461122E+7, -7.2490434E+0, 5.1772839E+2
 8.4461282E+7, -7.1984216E+0, 5.0341964E+2
 8.4461442E+7, -7.1477997E+0, 5.0720078E+2
 8.4461602E+7, -7.0971779E+0, 5.2598923E+2
 8.4461762E+7, -7.0465561E+0, 5.2368832E+2
 8.4461922E+7, -6.9959343E+0, 5.0824624E+2
 8.4462082E+7, -6.9453125E+0, 4.9876404E+2
 8.4462242E+7, -6.8946907E+0, 5.1887643E+2
 8.4462402E+7, -6.8440689E+0, 5.2989739E+2
 8.4462562E+7, -6.7934471E+0, 5.1717150E+2
 8.4462722E+7, -6.7428253E+0, 5.0241327E+2
 8.4462882E+7, -6.6922034E+0, 5.0481683E+2
 8.4463042E+7, -6.6415816E+0, 5.1594532E+2
 8.4463202E+7, -6.5909598E+0, 5.1867610E+2
 8.4463362E+7, -6.5403380E+0, 5.2143139E+2
 8.4463522E+7, -6.4897162E+0, 5.1293111E+2
 8.4463682E+7, -6.4390944E+0, 5.0768441E+2
 8.4463842E+7, -6.3884726E+0, 5.0714707E+2
 8.4464002E+7, -6.3378508E+0, 5.2036148E+2
 8.4464162E+7, -6.2872290E+0, 5.2506596E+2
 8.4464322E+7, -6.2366071E+0, 5.1444066E+2
 8.4464482E+7, -6.1859853E+0, 5.0484610E+2
 8.4464642E+7, -6.1353635E+0, 5.0980949E+2
 8.4464802E+7, -6.0847417E+0, 5.1790911E+2
 8.4464962E+7, -6.0341199E+0, 5.2400100E+2
 8.4465122E+7, -5.9834981E+0, 5.1483637E+2
 8.4465282E+7, -5.9328763E+0, 5.0681973E+2
 8.4465442E+7, -5.8822545E+0, 5.1371276E+2
 8.4465602E+7, -5.8316327E+0, 5.2207130E+2
 8.4465762E+7, -5.7810108E+0, 5.1764536E+2
 8.4465922E+7, -5.7303890E+0, 5.1354176E+2
 8.4466082E+7, -5.6797672E+0, 5.0474840E+2
 8.4466242E+7, -5.6291454E+0, 5.1155347E+2
 8.4466402E+7, -5.5785236E+0, 5.2372253E+2
 8.4466562E+7, -5.5279018E+0, 5.2019054E+2
 8.4466722E+7, -5.4772800E+0, 5.0847095E+2
 8.4466882E+7, -5.4266582E+0, 5.0570101E+2
 8.4467042E+7, -5.3760364E+0, 5.1418662E+2
 8.4467202E+7, -5.3254145E+0, 5.2352709E+2
 8.4467362E+7, -5.2747927E+0, 5.1695162E+2
 8.4467522E+7, -5.2241709E+0, 5.0734246E+2
 8.4467682E+7, -5.1735491E+0, 5.1458234E+2
 8.4467842E+7, -5.1229273E+0, 5.1722521E+2
 8.4468002E+7, -5.0723055E+0, 5.1839280E+2
 8.4468162E+7, -5.0216837E+0, 5.1166099E+2
 8.4468322E+7, -4.9710619E+0, 5.0866145E+2
 8.4468482E+7, -4.9204401E+0, 5.2001953E+2
 8.4468642E+7, -4.8698182E+0, 5.2674156E+2
 8.4468802E+7, -4.8191964E+0, 5.1578408E+2
 8.4468962E+7, -4.7685746E+0, 5.0723499E+2
 8.4469122E+7, -4.7179528E+0, 5.0350267E+2
 8.4469282E+7, -4.6673310E+0, 5.1952612E+2
 8.4469442E+7, -4.6167092E+0, 5.2101612E+2
 8.4469602E+7, -4.5660874E+0, 5.1302391E+2
 8.4469762E+7, -4.5154656E+0, 5.1107472E+2
 8.4469922E+7, -4.4648437E+0, 5.0930631E+2
 8.4470082E+7, -4.4142219E+0, 5.1213485E+2
 8.4470242E+7, -4.3636001E+0, 5.1849538E+2
 8.4470402E+7, -4.3129783E+0, 5.2381045E+2
 8.4470562E+7, -4.2623565E+0, 5.1456767E+2
 8.4470722E+7, -4.2117347E+0, 5.0315094E+2
 8.4470882E+7, -4.1611129E+0, 5.0826573E+2
 8.4471042E+7, -4.1104911E+0, 5.2469957E+2
 8.4471202E+7, -4.0598693E+0, 5.2898389E+2
 8.4471362E+7, -4.0092474E+0, 5.0608695E+2
 8.4471522E+7, -3.9586256E+0, 5.0426477E+2
 8.4471682E+7, -3.9080038E+0, 5.2709818E+2
 8.4471842E+7, -3.8573820E+0, 5.3084028E+2
 8.4472002E+7, -3.8067602E+0, 5.1751834E+2
 8.4472162E+7, -3.7561384E+0, 5.0184661E+2
 8.4472322E+7, -3.7055166E+0, 5.0556421E+2
 8.4472482E+7, -3.6548948E+0, 5.2347827E+2
 8.4472642E+7, -3.6042730E+0, 5.2653152E+2
 8.4472802E+7, -3.5536511E+0, 5.1170003E+2
 8.4472962E+7, -3.5030293E+0, 5.0553006E+2
 8.4473122E+7, -3.4524075E+0, 5.0748903E+2
 8.4473282E+7, -3.4017857E+0, 5.2162188E+2
 8.4473442E+7, -3.3511639E+0, 5.2287251E+2
 8.4473602E+7, -3.3005421E+0, 5.1280898E+2
 8.4473762E+7, -3.2499203E+0, 5.1074255E+2
 8.4473922E+7, -3.1992985E+0, 5.1126528E+2
 8.4474082E+7, -3.1486767E+0, 5.1692235E+2
 8.4474242E+7, -3.0980548E+0, 5.2203226E+2
 8.4474402E+7, -3.0474330E+0, 5.1547140E+2
 8.4474562E+7, -2.9968112E+0, 5.0928676E+2
 8.4474722E+7, -2.9461894E+0, 5.1520276E+2
 8.4474882E+7, -2.8955676E+0, 5.1907182E+2
 8.4475042E+7, -2.8449458E+0, 5.2218854E+2
 8.4475202E+7, -2.7943240E+0, 5.1432830E+2
 8.4475362E+7, -2.7437022E+0, 5.1078165E+2
 8.4475522E+7, -2.6930804E+0, 5.1644844E+2
 8.4475682E+7, -2.6424585E+0, 5.1741576E+2
 8.4475842E+7, -2.5918367E+0, 5.2015144E+2
 8.4476002E+7, -2.5412149E+0, 5.1802641E+2
 8.4476162E+7, -2.4905931E+0, 5.1446509E+2
 8.4476322E+7, -2.4399713E+0, 5.1402539E+2
 8.4476482E+7, -2.3893495E+0, 5.1669759E+2
 8.4476642E+7, -2.3387277E+0, 5.1528579E+2
 8.4476802E+7, -2.2881059E+0, 5.1370788E+2
 8.4476962E+7, -2.2374841E+0, 5.1427454E+2
 8.4477122E+7, -2.1868622E+0, 5.1825112E+2
 8.4477282E+7, -2.1362404E+0, 5.1811922E+2
 8.4477442E+7, -2.0856186E+0, 5.1362485E+2
 8.4477602E+7, -2.0349968E+0, 5.1132876E+2
 8.4477762E+7, -1.9843750E+0, 5.1015633E+2
 8.4477922E+7, -1.9337532E+0, 5.1614070E+2
 8.4478082E+7, -1.8831314E+0, 5.2949196E+2
 8.4478242E+7, -1.8325096E+0, 5.1962870E+2
 8.4478402E+7, -1.7818878E+0, 4.9929655E+2
 8.4478562E+7, -1.7312659E+0, 5.0680995E+2
 8.4478722E+7, -1.6806441E+0, 5.3302395E+2
 8.4478882E+7, -1.6300223E+0, 5.2598923E+2
 8.4479042E+7, -1.5794005E+0, 5.0563264E+2
 8.4479202E+7, -1.5287787E+0, 4.9651685E+2
 8.4479362E+7, -1.4781569E+0, 5.1399124E+2
 8.4479522E+7, -1.4275351E+0, 5.3272104E+2
 8.4479682E+7, -1.3769133E+0, 5.1464581E+2
 8.4479842E+7, -1.3262915E+0, 5.1247191E+2
 8.4480002E+7, -1.2756696E+0, 5.1258916E+2
 8.4480162E+7, -1.2250478E+0, 5.1512456E+2
 8.4480322E+7, -1.1744260E+0, 5.1908159E+2
 8.4480482E+7, -1.1238042E+0, 5.1637518E+2
 8.4480642E+7, -1.0731824E+0, 5.1305324E+2
 8.4480802E+7, -1.0225606E+0, 5.1298976E+2
 8.4480962E+7, -9.7193878E-1, 5.1139718E+2
 8.4481122E+7, -9.2131696E-1, 5.1461160E+2
 8.4481282E+7, -8.7069515E-1, 5.1546168E+2
 8.4481442E+7, -8.2007334E-1, 5.1433319E+2
 8.4481602E+7, -7.6945153E-1, 5.1706398E+2
 8.4481762E+7, -7.1882972E-1, 5.0853443E+2
 8.4481922E+7, -6.6820791E-1, 5.1257449E+2
 8.4482082E+7, -6.1758610E-1, 5.2766001E+2
 8.4482242E+7, -5.6696429E-1, 5.1771861E+2
 8.4482402E+7, -5.1634247E-1, 5.0530046E+2
 8.4482562E+7, -4.6572066E-1, 5.0913042E+2
 8.4482722E+7, -4.1509885E-1, 5.2428919E+2
 8.4482882E+7, -3.6447704E-1, 5.2591598E+2
 8.4483042E+7, -3.1385523E-1, 5.1717633E+2
 8.4483202E+7, -2.6323342E-1, 5.1031756E+2
 8.4483362E+7, -2.1261161E-1, 5.1386422E+2
 8.4483522E+7, -1.6198980E-1, 5.2016610E+2
 8.4483682E+7, -1.1136798E-1, 5.1988274E+2
 8.4483842E+7, -6.0746173E-2, 5.2007818E+2
 8.4484002E+7, -1.0124362E-2, 5.1067907E+2
 8.4484162E+7, 4.0497449E-2, 5.1106012E+2
 8.4484322E+7, 9.1119260E-2, 5.1882756E+2
 8.4484482E+7, 1.4174107E-1, 5.2173424E+2
 8.4484642E+7, 1.9236288E-1, 5.1386422E+2
 8.4484802E+7, 2.4298469E-1, 5.0996578E+2
 8.4484962E+7, 2.9360651E-1, 5.1323891E+2
 8.4485122E+7, 3.4422832E-1, 5.2493894E+2
 8.4485282E+7, 3.9485013E-1, 5.2554470E+2
 8.4485442E+7, 4.4547194E-1, 5.1307279E+2
 8.4485602E+7, 4.9609375E-1, 5.0260383E+2
 8.4485762E+7, 5.4671556E-1, 5.1494873E+2
 8.4485922E+7, 5.9733737E-1, 5.2932096E+2
 8.4486082E+7, 6.4795918E-1, 5.2543724E+2
 8.4486242E+7, 6.9858099E-1, 5.0544208E+2
 8.4486402E+7, 7.4920281E-1, 5.0770885E+2
 8.4486562E+7, 7.9982462E-1, 5.2565706E+2
 8.4486722E+7, 8.5044643E-1, 5.2915972E+2
 8.4486882E+7, 9.0106824E-1, 5.1562774E+2
 8.4487042E+7, 9.5169005E-1, 5.1377136E+2
 8.4487202E+7, 1.0023119E+0, 5.1481193E+2
 8.4487362E+7, 1.0529337E+0, 5.1840252E+2
 8.4487522E+7, 1.1035555E+0, 5.1991206E+2
 8.4487682E+7, 1.1541773E+0, 5.1907182E+2
 8.4487842E+7, 1.2047991E+0, 5.2481192E+2
 8.4488002E+7, 1.2554209E+0, 5.0914508E+2
 8.4488162E+7, 1.3060427E+0, 5.0587690E+2
 8.4488322E+7, 1.3566645E+0, 5.2186126E+2
 8.4488482E+7, 1.4072864E+0, 5.3097218E+2
 8.4488642E+7, 1.4579082E+0, 5.1761603E+2
 8.4488802E+7, 1.5085300E+0, 5.0522226E+2
 8.4488962E+7, 1.5591518E+0, 5.0240350E+2
